Bundle ID	Possible Google Play Store Link	source file
com.android.egg	"<a href=""https://play.google.com/store/apps/details?id=com.android.egg"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.egg</font></a>"	\data\system\packages.list
com.android.mtp	"<a href=""https://play.google.com/store/apps/details?id=com.android.mtp"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.mtp</font></a>"	\data\system\packages.list
com.android.nfc	"<a href=""https://play.google.com/store/apps/details?id=com.android.nfc"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.nfc</font></a>"	\data\system\packages.list
com.android.ons	"<a href=""https://play.google.com/store/apps/details?id=com.android.ons"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.ons</font></a>"	\data\system\packages.list
com.android.stk	"<a href=""https://play.google.com/store/apps/details?id=com.android.stk"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.stk</font></a>"	\data\system\packages.list
com.android.backupconfirm	"<a href=""https://play.google.com/store/apps/details?id=com.android.backupconfirm"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.backupconfirm</font></a>"	\data\system\packages.list
com.android.settings.auto_generated_rro_vendor__	"<a href=""https://play.google.com/store/apps/details?id=com.android.settings.auto_generated_rro_vendor__"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.settings.auto_generated_rro_vendor__</font></a>"	\data\system\packages.list
com.android.systemui.auto_generated_rro_vendor__	"<a href=""https://play.google.com/store/apps/details?id=com.android.systemui.auto_generated_rro_vendor__"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.systemui.auto_generated_rro_vendor__</font></a>"	\data\system\packages.list
com.samsung.slsi.telephony.oem.oemrilhookservice	"<a href=""https://play.google.com/store/apps/details?id=com.samsung.slsi.telephony.oem.oemrilhookservice"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.samsung.slsi.telephony.oem.oemrilhookservice</font></a>"	\data\system\packages.list
com.google.android.deskclock	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.deskclock"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.deskclock</font></a>"	\data\system\packages.list
com.google.android.as	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.as"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.as</font></a>"	\data\system\packages.list
com.google.android.gm	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.gm"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.gm</font></a>"	\data\system\packages.list
com.google.android.carrier	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.carrier"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.carrier</font></a>"	\data\system\packages.list
com.google.android.apps.security.securityhub	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.apps.security.securityhub"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.apps.security.securityhub</font></a>"	\data\system\packages.list
com.google.android.turboadapter	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.turboadapter"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.turboadapter</font></a>"	\data\system\packages.list
com.android.managedprovisioning.overlay	"<a href=""https://play.google.com/store/apps/details?id=com.android.managedprovisioning.overlay"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.managedprovisioning.overlay</font></a>"	\data\system\packages.list
com.android.internal.systemui.navbar.gestural_extra_wide_back	"<a href=""https://play.google.com/store/apps/details?id=com.android.internal.systemui.navbar.gestural_extra_wide_back"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.internal.systemui.navbar.gestural_extra_wide_back</font></a>"	\data\system\packages.list
com.google.android.permissioncontroller	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.permissioncontroller"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.permissioncontroller</font></a>"	\data\system\packages.list
com.google.android.setupwizard	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.setupwizard"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.setupwizard</font></a>"	\data\system\packages.list
com.google.android.bluetooth	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.bluetooth"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.bluetooth</font></a>"	\data\system\packages.list
com.google.pixel.digitalkey.timesync	"<a href=""https://play.google.com/store/apps/details?id=com.google.pixel.digitalkey.timesync"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.pixel.digitalkey.timesync</font></a>"	\data\system\packages.list
com.android.providers.settings	"<a href=""https://play.google.com/store/apps/details?id=com.android.providers.settings"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.providers.settings</font></a>"	\data\system\packages.list
com.google.android.networkstack.tethering.overlay2021	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.networkstack.tethering.overlay2021"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.networkstack.tethering.overlay2021</font></a>"	\data\system\packages.list
com.android.sharedstoragebackup	"<a href=""https://play.google.com/store/apps/details?id=com.android.sharedstoragebackup"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.sharedstoragebackup</font></a>"	\data\system\packages.list
com.verizon.services	"<a href=""https://play.google.com/store/apps/details?id=com.verizon.services"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.verizon.services</font></a>"	\data\system\packages.list
com.android.nfc.auto_generated_rro_product__	"<a href=""https://play.google.com/store/apps/details?id=com.android.nfc.auto_generated_rro_product__"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.nfc.auto_generated_rro_product__</font></a>"	\data\system\packages.list
com.google.android.euicc	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.euicc"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.euicc</font></a>"	\data\system\packages.list
com.google.android.iwlan	"<a href=""https://play.google.com/store/apps/details?id=com.google.android.iwlan"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.google.android.iwlan</font></a>"	\data\system\packages.list
com.android.printspooler	"<a href=""https://play.google.com/store/apps/details?id=com.android.printspooler"" target=""_blank""><font color=""blue"">https://play.google.com/store/apps/details?id=com.android.printspooler</font></a>"	\data\system\packages.list
